STATE/UT,Year,CRIME HEAD,Male Below 18 Years,Female Below 18 Years,Male Between 18-30 Years,Female Between 18-30 Years,Male Between 30-45 Years,Female Between 30-45 Years,Male Between 45-60 Years,Female Between 45-60 Years,Male Above 60 Years,Female Above 60 Years,Male Total,Female Total,Grand Total,
Sikkim,2013,Other SLL Crimes,15,2,61,13,48,16,8,0,0,0,132,31,163,
Tamil Nadu,2013,Other SLL Crimes,1231,161,202181,15978,201023,18506,82946,6146,10100,436,497481,41227,538708,
Tripura,2013,Other SLL Crimes,7,0,35,0,27,0,4,0,0,0,73,0,73,
Uttar Pradesh,2013,Other SLL Crimes,67,1,1165261,96,522697,68,200337,44,4688,0,1893050,209,1893259,
Uttarakhand,2013,Other SLL Crimes,9,0,78162,11,72186,100,12309,164,2168,0,164834,275,165109,
West Bengal,2013,Other SLL Crimes,22,7,2923,183,3367,167,1564,74,31,0,7907,431,8338,
Total (State),2013,Other SLL Crimes,2295,222,1735822,18312,1041600,21035,413981,7277,37210,628,3230908,47474,3278382,
A&N Islands,2013,Other SLL Crimes,0,0,1,0,6,0,3,0,0,0,10,0,10,
Chandigarh,2013,Other SLL Crimes,1,0,58,0,42,0,12,0,0,0,113,0,113,
D&N Haveli,2013,Other SLL Crimes,0,0,0,0,1,0,1,0,0,0,2,0,2,
Daman & Diu,2013,Other SLL Crimes,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delhi UT,2013,Other SLL Crimes,39,0,807,22,698,69,232,14,12,2,1788,107,1895,
Lakshadweep,2013,Other SLL Crimes,0,0,17,0,8,0,2,0,0,0,27,0,27,
Puducherry,2013,Other SLL Crimes,1,0,347,4,201,2,41,0,6,0,596,6,602,
Total (UTs),2013,Other SLL Crimes,41,0,1230,26,956,71,291,14,18,2,2536,113,2649,
Total (All-India),2013,Other SLL Crimes,2336,222,1737052,18338,1042556,21106,414272,7291,37228,630,3233444,47587,3281031,
Andhra Pradesh,2013,PCR Act - against SCs,0,0,2,0,2,0,0,0,0,0,4,0,4,
Arunachal Pradesh,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Assam,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bihar,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chhattisgarh,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Goa,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gujarat,2013,PCR Act - against SCs,0,0,1,0,1,0,0,0,0,0,2,0,2,
Haryana,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Himachal Pradesh,2013,PCR Act - against SCs,0,0,0,0,3,0,4,0,0,0,7,0,7,
Jammu & Kashmir,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jharkhand,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Karnataka,2013,PCR Act - against SCs,0,0,4,0,9,0,7,0,2,0,22,0,22,
Kerala,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Madhya Pradesh,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Maharashtra,2013,PCR Act - against SCs,0,0,9,2,8,2,7,0,2,1,26,5,31,
Manipur,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Meghalaya,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mizoram,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nagaland,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odisha,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Punjab,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rajasthan,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sikkim,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tamil Nadu,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tripura,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttar Pradesh,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttarakhand,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Bengal,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total (State),2013,PCR Act - against SCs,0,0,16,2,23,2,18,0,4,1,61,5,66,
A&N Islands,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chandigarh,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
D&N Haveli,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daman & Diu,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delhi UT,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lakshadweep,2013,PCR Act - against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Puducherry,2013,PCR Act - against SCs,0,0,14,0,4,4,2,0,0,0,20,4,24,
Total (UTs),2013,PCR Act - against SCs,0,0,14,0,4,4,2,0,0,0,20,4,24,
Total (All-India),2013,PCR Act - against SCs,0,0,30,2,27,6,20,0,4,1,81,9,90,
Andhra Pradesh,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Arunachal Pradesh,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Assam,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bihar,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chhattisgarh,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Goa,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gujarat,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Haryana,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Himachal Pradesh,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jammu & Kashmir,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jharkhand,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Karnataka,2013,PCR Act - against STs,0,0,8,2,15,0,11,0,0,0,34,2,36,
Kerala,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Madhya Pradesh,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Maharashtra,2013,PCR Act - against STs,0,0,2,1,1,0,8,0,0,0,11,1,12,
Manipur,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Meghalaya,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mizoram,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nagaland,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odisha,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Punjab,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rajasthan,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sikkim,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tamil Nadu,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tripura,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttar Pradesh,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttarakhand,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Bengal,2013,PCR Act - against STs,0,0,1,0,0,0,0,0,0,0,1,0,1,
Total (State),2013,PCR Act - against STs,0,0,11,3,16,0,19,0,0,0,46,3,49,
A&N Islands,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chandigarh,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
D&N Haveli,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daman & Diu,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delhi UT,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lakshadweep,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Puducherry,2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total (UTs),2013,PCR Act - against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total (All-India),2013,PCR Act - against STs,0,0,11,3,16,0,19,0,0,0,46,3,49,
Andhra Pradesh,2013,POA - Against SCs,1,0,315,30,548,45,397,35,37,2,1298,112,1410,
Arunachal Pradesh,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Assam,2013,POA - Against SCs,0,0,0,0,1,0,0,0,0,0,1,0,1,
Bihar,2013,POA - Against SCs,32,1,3450,41,3271,79,1365,52,53,0,8171,173,8344,
Chhattisgarh,2013,POA - Against SCs,0,0,0,0,2,0,0,0,0,0,2,0,2,
Goa,2013,POA - Against SCs,0,0,0,1,2,1,2,0,0,0,4,2,6,
Gujarat,2013,POA - Against SCs,2,0,135,3,200,9,74,6,1,0,412,18,430,
Haryana,2013,POA - Against SCs,0,0,4,0,5,0,2,0,0,0,11,0,11,
Himachal Pradesh,2013,POA - Against SCs,0,0,32,4,49,4,14,9,7,2,102,19,121,
Jammu & Kashmir,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jharkhand,2013,POA - Against SCs,0,0,136,3,156,3,51,1,2,0,345,7,352,
Karnataka,2013,POA - Against SCs,1,0,909,51,1058,71,695,38,137,7,2800,167,2967,
Kerala,2013,POA - Against SCs,0,0,3,0,23,2,6,0,0,0,32,2,34,
Madhya Pradesh,2013,POA - Against SCs,0,0,7,0,4,0,1,0,0,0,12,0,12,
Maharashtra,2013,POA - Against SCs,6,2,155,11,178,25,86,9,23,1,448,48,496,
Manipur,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Meghalaya,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mizoram,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nagaland,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odisha,2013,POA - Against SCs,1,0,673,26,898,40,409,5,10,3,1991,74,2065,
Punjab,2013,POA - Against SCs,1,0,5,0,11,0,2,0,0,0,19,0,19,
Rajasthan,2013,POA - Against SCs,0,0,11,0,21,0,4,0,0,0,36,0,36,
Sikkim,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tamil Nadu,2013,POA - Against SCs,28,0,1017,36,1058,64,392,23,92,6,2587,129,2716,
Tripura,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttar Pradesh,2013,POA - Against SCs,1,0,2740,24,1764,13,897,2,38,0,5440,39,5479,
Uttarakhand,2013,POA - Against SCs,0,0,3,0,7,0,3,5,0,0,13,5,18,
West Bengal,2013,POA - Against SCs,0,0,21,0,24,1,13,0,0,0,58,1,59,
Total (State),2013,POA - Against SCs,73,3,9616,230,9280,357,4413,185,400,21,23782,796,24578,
A&N Islands,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chandigarh,2013,POA - Against SCs,0,0,0,0,1,0,0,0,0,0,1,0,1,
D&N Haveli,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daman & Diu,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delhi UT,2013,POA - Against SCs,0,0,16,4,6,5,3,0,0,0,25,9,34,
Lakshadweep,2013,POA - Against SCs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Puducherry,2013,POA - Against SCs,0,0,5,0,1,0,0,0,0,0,6,0,6,
Total (UTs),2013,POA - Against SCs,0,0,21,4,8,5,3,0,0,0,32,9,41,
Total (All-India),2013,POA - Against SCs,73,3,9637,234,9288,362,4416,185,400,21,23814,805,24619,
Andhra Pradesh,2013,POA - Against STs,0,0,76,11,106,6,61,4,17,0,260,21,281,
Arunachal Pradesh,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Assam,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bihar,2013,POA - Against STs,0,0,35,1,33,0,18,0,6,0,92,1,93,
Chhattisgarh,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Goa,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gujarat,2013,POA - Against STs,0,0,24,2,30,2,23,2,0,0,77,6,83,
Haryana,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Himachal Pradesh,2013,POA - Against STs,0,0,1,0,0,0,0,0,0,0,1,0,1,
Jammu & Kashmir,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jharkhand,2013,POA - Against STs,0,0,67,0,82,0,19,1,0,0,168,1,169,
Karnataka,2013,POA - Against STs,0,0,235,13,330,22,164,10,31,1,760,46,806,
Kerala,2013,POA - Against STs,0,0,1,1,2,0,1,0,0,0,4,1,5,
Madhya Pradesh,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Maharashtra,2013,POA - Against STs,1,0,28,4,22,4,9,0,3,0,63,8,71,
Manipur,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Meghalaya,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mizoram,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nagaland,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Odisha,2013,POA - Against STs,0,0,188,5,269,15,138,4,5,0,600,24,624,
Punjab,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rajasthan,2013,POA - Against STs,0,0,1,0,1,0,1,0,3,0,6,0,6,
Sikkim,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tamil Nadu,2013,POA - Against STs,0,0,4,1,4,2,1,0,0,0,9,3,12,
Tripura,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttar Pradesh,2013,POA - Against STs,0,0,22,0,3,0,0,0,0,0,25,0,25,
Uttarakhand,2013,POA - Against STs,0,0,0,0,1,0,0,0,0,0,1,0,1,
West Bengal,2013,POA - Against STs,0,0,24,2,40,1,13,0,0,0,77,3,80,
Total (State),2013,POA - Against STs,1,0,706,40,923,52,448,21,65,1,2143,114,2257,
A&N Islands,2013,POA - Against STs,0,0,0,0,3,0,0,0,0,0,3,0,3,
Chandigarh,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
D&N Haveli,2013,POA - Against STs,0,0,1,0,0,0,0,0,0,0,1,0,1,
Daman & Diu,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delhi UT,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lakshadweep,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Puducherry,2013,POA - Against STs,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total (UTs),2013,POA - Against STs,0,0,1,0,3,0,0,0,0,0,4,0,4,
Total (All-India),2013,POA - Against STs,1,0,707,40,926,52,448,21,65,1,2147,114,2261,
Andhra Pradesh,2013,Prohibition Act,0,0,1978,143,3059,508,1033,209,102,7,6172,867,7039,
Arunachal Pradesh,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Assam,2013,Prohibition Act,0,0,13,0,22,0,2,0,0,0,37,0,37,
Bihar,2013,Prohibition Act,0,0,10,0,3,0,0,0,0,0,13,0,13,
Chhattisgarh,2013,Prohibition Act,0,0,0,0,4,0,0,0,0,0,4,0,4,
Goa,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gujarat,2013,Prohibition Act,173,108,54968,18690,56547,37722,28521,21588,2832,2992,143041,81100,224141,
Haryana,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Himachal Pradesh,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jammu & Kashmir,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jharkhand,2013,Prohibition Act,0,0,11,0,2,0,0,0,0,0,13,0,13,
Karnataka,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kerala,2013,Prohibition Act,2,0,18738,36,23927,52,12632,37,4731,6,60030,131,60161,
Madhya Pradesh,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Maharashtra,2013,Prohibition Act,76,2,20225,1018,24794,3097,11881,1772,1485,284,58461,6173,64634,
Manipur,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Meghalaya,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mizoram,2013,Prohibition Act,0,1,58,15,39,14,18,5,0,1,115,36,151,
Nagaland,2013,Prohibition Act,0,0,65,5,38,13,9,0,1,0,113,18,131,
Odisha,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Punjab,2013,Prohibition Act,0,0,3,0,4,0,1,0,0,0,8,0,8,
Rajasthan,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sikkim,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tamil Nadu,2013,Prohibition Act,13,0,23785,2036,34096,3030,16518,1772,2449,312,76861,7150,84011,
Tripura,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttar Pradesh,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uttarakhand,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
West Bengal,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total (State),2013,Prohibition Act,264,111,119854,21943,142535,44436,70615,25383,11600,3602,344868,95475,440343,
A&N Islands,2013,Prohibition Act,0,0,25,0,22,0,12,0,2,0,61,0,61,
Chandigarh,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
D&N Haveli,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daman & Diu,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Delhi UT,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lakshadweep,2013,Prohibition Act,0,0,5,0,8,0,2,0,0,0,15,0,15,
Puducherry,2013,Prohibition Act,0,0,0,0,0,0,0,0,0,0,0,0,0,
Total (UTs),2013,Prohibition Act,0,0,30,0,30,0,14,0,2,0,76,0,76,
Total (All-India),2013,Prohibition Act,264,111,119884,21943,142565,44436,70629,25383,11602,3602,344944,95475,440419,
Andhra Pradesh,2013,Prohibition of Child Marriage Act,2006,2,1,10,1,19,5,4,1,1,0,36,8,44
Arunachal Pradesh,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,1,0,0,0,0,0,1,0,1
Bihar,2013,Prohibition of Child Marriage Act,2006,0,0,2,0,0,0,0,0,0,0,2,0,2
Chhattisgarh,2013,Prohibition of Child Marriage Act,2006,0,1,0,0,0,0,0,0,0,0,0,1,1
Goa,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2013,Prohibition of Child Marriage Act,2006,0,0,9,0,20,7,17,6,0,1,46,14,60
Haryana,2013,Prohibition of Child Marriage Act,2006,0,0,6,0,10,1,7,1,0,0,23,2,25
Himachal Pradesh,2013,Prohibition of Child Marriage Act,2006,0,0,1,1,0,1,2,2,0,0,3,4,7
Jammu & Kashmir,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,1,0,0,0,0,0,1,0,1
Karnataka,2013,Prohibition of Child Marriage Act,2006,1,0,12,1,36,6,10,7,1,0,60,14,74
Kerala,2013,Prohibition of Child Marriage Act,2006,0,0,3,0,6,1,6,0,0,0,15,1,16
Madhya Pradesh,2013,Prohibition of Child Marriage Act,2006,0,0,8,2,6,4,1,1,1,0,16,7,23
Maharashtra,2013,Prohibition of Child Marriage Act,2006,0,0,27,5,27,16,19,5,5,2,78,28,106
Manipur,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2013,Prohibition of Child Marriage Act,2006,0,0,6,0,10,0,4,0,0,1,20,1,21
Sikkim,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2013,Prohibition of Child Marriage Act,2006,0,0,57,6,63,26,20,6,3,1,143,39,182
Tripura,2013,Prohibition of Child Marriage Act,2006,0,0,1,0,4,0,0,0,0,0,5,0,5
Uttar Pradesh,2013,Prohibition of Child Marriage Act,2006,0,0,6,0,12,0,5,2,0,0,23,2,25
Uttarakhand,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2013,Prohibition of Child Marriage Act,2006,4,0,16,1,31,2,14,0,0,0,65,3,68
Total (State),2013,Prohibition of Child Marriage Act,2006,7,2,164,17,246,69,109,31,11,5,537,124,661
A&N Islands,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Prohibition of Child Marriage Act,2006,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2013,Prohibition of Child Marriage Act,2006,0,0,1,0,0,0,0,0,0,0,1,0,1
Total (UTs),2013,Prohibition of Child Marriage Act,2006,0,0,1,0,0,0,0,0,0,0,1,0,1
Total (All-India),2013,Prohibition of Child Marriage Act,2006,7,2,165,17,246,69,109,31,11,5,538,124,662
Andhra Pradesh,2013,Protection of Civil Rights Act,1955,0,0,2,0,2,0,0,0,0,0,4,0,4
Arunachal Pradesh,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2013,Protection of Civil Rights Act,1955,0,0,1,0,1,0,0,0,0,0,2,0,2
Haryana,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2013,Protection of Civil Rights Act,1955,0,0,0,0,3,0,4,0,0,0,7,0,7
Jammu & Kashmir,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2013,Protection of Civil Rights Act,1955,0,0,12,2,24,0,18,0,2,0,56,2,58
Kerala,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2013,Protection of Civil Rights Act,1955,0,0,11,3,9,2,15,0,2,1,37,6,43
Manipur,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2013,Protection of Civil Rights Act,1955,0,0,1,0,0,0,0,0,0,0,1,0,1
Total (State),2013,Protection of Civil Rights Act,1955,0,0,27,5,39,2,37,0,4,1,107,8,115
A&N Islands,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2013,Protection of Civil Rights Act,1955,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2013,Protection of Civil Rights Act,1955,0,0,14,0,4,4,2,0,0,0,20,4,24
Total (UTs),2013,Protection of Civil Rights Act,1955,0,0,14,0,4,4,2,0,0,0,20,4,24
Total (All-India),2013,Protection of Civil Rights Act,1955,0,0,41,5,43,6,39,0,4,1,127,12,139
Andhra Pradesh,2013,Registration of Foreigners Act,1930,0,0,6,2,3,0,1,0,0,0,10,2,12
Arunachal Pradesh,2013,Registration of Foreigners Act,1930,0,0,0,0,0,0,0,0,0,0,0,0,0
