STATE/UT,CRIME HEAD,Year,Male Below 18 Years,Female Below 18 Years,Male Between 18-30 Years,Female Between 18-30 Years,Male Between 30-45 Years,Female Between 30-45 Years,Male Between 45-60 Years,Female Between 45-60 Years,Male Above 60 Years,Female Above 60 Years,Male Total,Female Total,Grand Total
Odisha,Murder,2013,35,0,725,116,810,148,293,47,25,1,1888,312,2200
Punjab,Murder,2013,15,4,401,59,442,66,226,22,7,1,1091,152,1243
Rajasthan,Murder,2013,70,6,723,58,766,49,285,24,39,6,1883,143,2026
Sikkim,Murder,2013,0,0,7,2,5,1,3,0,0,0,15,3,18
Tamil Nadu,Murder,2013,64,1,1871,99,1467,165,682,47,50,10,4134,322,4456
Tripura,Murder,2013,3,0,65,3,87,10,33,1,5,2,193,16,209
Uttar Pradesh,Murder,2013,116,10,7421,142,4729,146,2060,33,127,0,14453,331,14784
Uttarakhand,Murder,2013,5,1,90,4,75,15,29,5,1,0,200,25,225
West Bengal,Murder,2013,36,2,1219,57,1198,91,593,48,29,5,3075,203,3278
Total (State),Murder,2013,1082,63,27195,1393,22042,1714,8726,682,829,96,59874,3948,63822
A&N Islands,Murder,2013,0,0,4,0,2,1,2,0,0,0,8,1,9
Chandigarh,Murder,2013,5,0,14,1,8,1,4,1,0,0,31,3,34
D&N Haveli,Murder,2013,0,0,2,0,1,0,0,0,1,0,4,0,4
Daman & Diu,Murder,2013,0,0,7,0,2,0,0,0,0,0,9,0,9
Delhi UT,Murder,2013,76,0,501,15,193,11,41,4,0,1,811,31,842
Lakshadweep,Murder,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Murder,2013,4,0,63,4,18,2,1,0,1,0,87,6,93
Total (UTs),Murder,2013,85,0,591,20,224,15,48,5,2,1,950,41,991
Total (All-India),Murder,2013,1167,63,27786,1413,22266,1729,8774,687,831,97,60824,3989,64813
Andhra Pradesh,Other IPC Crimes,2013,333,30,31441,2051,28705,2434,14911,1176,2024,109,77414,5800,83214
Arunachal Pradesh,Other IPC Crimes,2013,1,0,476,10,233,0,105,0,6,0,821,10,831
Assam,Other IPC Crimes,2013,102,1,10755,203,14214,109,2997,7,58,0,28126,320,28446
Bihar,Other IPC Crimes,2013,279,7,41131,2195,29253,1913,13159,1064,1937,47,85759,5226,90985
Chhattisgarh,Other IPC Crimes,2013,527,41,12689,434,11500,534,5123,232,550,40,30389,1281,31670
Goa,Other IPC Crimes,2013,2,0,424,7,335,23,156,15,36,3,953,48,1001
Gujarat,Other IPC Crimes,2013,371,33,49019,1921,47585,2179,16415,1041,1302,182,114692,5356,120048
Haryana,Other IPC Crimes,2013,345,3,10845,188,10706,219,4147,98,573,18,26616,526,27142
Himachal Pradesh,Other IPC Crimes,2013,67,0,3355,363,3709,636,1219,282,246,75,8596,1356,9952
Jammu & Kashmir,Other IPC Crimes,2013,43,2,6858,618,7761,634,4114,369,287,32,19063,1655,20718
Jharkhand,Other IPC Crimes,2013,44,0,9423,363,6589,363,2668,66,42,12,18766,804,19570
Karnataka,Other IPC Crimes,2013,50,3,19551,849,21914,1241,10213,576,1396,140,53124,2809,55933
Kerala,Other IPC Crimes,2013,146,0,55481,456,43810,494,20816,248,2367,53,122620,1251,123871
Madhya Pradesh,Other IPC Crimes,2013,2712,172,79014,3089,56012,3293,29001,1249,3976,325,170715,8128,178843
Maharashtra,Other IPC Crimes,2013,574,41,27751,2585,22685,2340,10541,1228,1560,210,63111,6404,69515
Manipur,Other IPC Crimes,2013,0,0,130,5,126,12,33,4,6,0,295,21,316
Meghalaya,Other IPC Crimes,2013,25,5,492,19,306,10,74,2,12,0,909,36,945
Mizoram,Other IPC Crimes,2013,3,0,123,11,81,11,37,9,1,0,245,31,276
Nagaland,Other IPC Crimes,2013,1,0,126,3,104,2,31,0,2,0,264,5,269
Odisha,Other IPC Crimes,2013,284,5,10557,1352,10565,1158,4342,801,264,63,26012,3379,29391
Punjab,Other IPC Crimes,2013,64,0,5285,234,4769,322,2192,100,75,6,12385,662,13047
Rajasthan,Other IPC Crimes,2013,901,27,36634,2571,31681,2833,16873,1320,1864,153,87953,6904,94857
Sikkim,Other IPC Crimes,2013,0,0,160,29,112,3,78,0,45,0,395,32,427
Tamil Nadu,Other IPC Crimes,2013,396,2,51790,4239,51269,3879,21786,1384,1686,114,126927,9618,136545
Tripura,Other IPC Crimes,2013,8,0,831,69,606,48,143,9,14,0,1602,126,1728
Uttar Pradesh,Other IPC Crimes,2013,220,8,79815,952,52271,961,26092,557,1870,11,160268,2489,162757
Uttarakhand,Other IPC Crimes,2013,36,4,1015,57,1084,68,486,27,24,7,2645,163,2808
West Bengal,Other IPC Crimes,2013,211,8,18966,2256,27536,1901,10919,1261,601,63,58233,5489,63722
Total (State),Other IPC Crimes,2013,7745,392,564137,27129,485521,27620,218671,13125,22824,1663,1298898,69929,1368827
A&N Islands,Other IPC Crimes,2013,1,0,193,12,149,12,59,1,13,0,415,25,440
Chandigarh,Other IPC Crimes,2013,14,0,486,21,492,12,134,8,0,0,1126,41,1167
D&N Haveli,Other IPC Crimes,2013,0,0,107,0,65,0,24,2,2,0,198,2,200
Daman & Diu,Other IPC Crimes,2013,2,0,51,2,18,0,0,0,1,0,72,2,74
Delhi UT,Other IPC Crimes,2013,479,3,12809,362,6540,366,1911,94,186,16,21925,841,22766
Lakshadweep,Other IPC Crimes,2013,0,0,8,0,5,0,0,0,0,0,13,0,13
Puducherry,Other IPC Crimes,2013,13,3,858,74,637,32,205,9,18,1,1731,119,1850
Total (UTs),Other IPC Crimes,2013,509,6,14512,471,7906,422,2333,114,220,17,25480,1030,26510
Total (All-India),Other IPC Crimes,2013,8254,398,578649,27600,493427,28042,221004,13239,23044,1680,1324378,70959,1395337
Andhra Pradesh,Other Rape,2013,115,0,1148,36,468,36,127,11,19,0,1877,83,1960
Arunachal Pradesh,Other Rape,2013,0,0,75,0,26,0,5,0,0,0,106,0,106
Assam,Other Rape,2013,49,0,730,0,843,0,113,0,10,0,1745,0,1745
Bihar,Other Rape,2013,66,0,695,0,327,0,65,0,3,0,1156,0,1156
Chhattisgarh,Other Rape,2013,135,0,1021,10,345,9,95,5,17,0,1613,24,1637
Goa,Other Rape,2013,1,0,58,0,27,3,8,2,4,0,98,5,103
Gujarat,Other Rape,2013,27,0,646,13,244,18,69,7,3,0,989,38,1027
Haryana,Other Rape,2013,51,1,801,12,395,13,100,5,19,1,1366,32,1398
Himachal Pradesh,Other Rape,2013,15,0,179,8,68,4,21,2,2,0,285,14,299
Jammu & Kashmir,Other Rape,2013,5,0,206,4,134,2,50,3,0,0,395,9,404
Jharkhand,Other Rape,2013,36,0,776,2,260,4,49,7,1,0,1122,13,1135
Karnataka,Other Rape,2013,16,2,635,10,421,27,111,18,16,2,1199,59,1258
Kerala,Other Rape,2013,34,0,590,5,464,16,200,6,42,1,1330,28,1358
Madhya Pradesh,Other Rape,2013,361,5,3413,63,1446,65,454,19,50,3,5724,155,5879
Maharashtra,Other Rape,2013,220,6,2423,76,1037,119,258,53,43,8,3981,262,4243
Manipur,Other Rape,2013,2,0,22,0,8,0,5,0,0,0,37,0,37
Meghalaya,Other Rape,2013,23,0,99,1,42,0,22,0,3,0,189,1,190
Mizoram,Other Rape,2013,9,0,25,0,39,0,14,0,2,0,89,0,89
Nagaland,Other Rape,2013,0,0,18,0,17,1,4,0,1,0,40,1,41
Odisha,Other Rape,2013,98,0,1091,24,636,45,173,9,4,0,2002,78,2080
Punjab,Other Rape,2013,16,1,584,28,296,42,73,8,0,0,969,79,1048
Rajasthan,Other Rape,2013,206,2,1541,26,790,14,189,4,11,0,2737,46,2783
Sikkim,Other Rape,2013,0,0,25,0,16,0,2,0,0,0,43,0,43
Tamil Nadu,Other Rape,2013,32,0,694,10,325,11,87,13,20,1,1158,35,1193
Tripura,Other Rape,2013,12,1,200,3,94,0,43,1,2,0,351,5,356
Uttar Pradesh,Other Rape,2013,219,1,3815,12,1309,17,213,1,0,0,5556,31,5587
Uttarakhand,Other Rape,2013,15,0,127,2,108,4,32,0,1,0,283,6,289
West Bengal,Other Rape,2013,119,0,987,0,1150,0,405,0,13,0,2674,0,2674
Total (State),Other Rape,2013,1882,19,22624,345,11335,450,2987,174,286,16,39114,1004,40118
A&N Islands,Other Rape,2013,2,0,19,0,12,0,3,0,0,0,36,0,36
Chandigarh,Other Rape,2013,3,0,18,3,14,1,9,1,0,0,44,5,49
D&N Haveli,Other Rape,2013,2,0,5,0,2,0,0,0,0,0,9,0,9
Daman & Diu,Other Rape,2013,0,0,10,0,0,0,0,0,0,0,10,0,10
Delhi UT,Other Rape,2013,162,1,1163,29,368,30,79,5,13,1,1785,66,1851
Lakshadweep,Other Rape,2013,0,0,2,0,2,0,0,0,0,0,4,0,4
Puducherry,Other Rape,2013,3,0,23,0,4,0,3,0,0,0,33,0,33
Total (UTs),Other Rape,2013,172,1,1240,32,402,31,94,6,13,1,1921,71,1992
Total (All-India),Other Rape,2013,2054,20,23864,377,11737,481,3081,180,299,17,41035,1075,42110
Andhra Pradesh,Other Theft,2013,665,18,8838,473,5623,416,1782,84,64,18,16972,1009,17981
Arunachal Pradesh,Other Theft,2013,50,0,197,1,75,0,18,0,0,0,340,1,341
Assam,Other Theft,2013,176,6,2280,8,2850,22,669,2,17,0,5992,38,6030
Bihar,Other Theft,2013,253,0,5127,22,4804,48,1809,7,31,0,12024,77,12101
Chhattisgarh,Other Theft,2013,221,3,1155,29,561,20,122,9,11,4,2070,65,2135
Goa,Other Theft,2013,26,0,177,21,104,20,25,10,4,1,336,52,388
Gujarat,Other Theft,2013,211,18,3151,72,1777,73,382,12,35,2,5556,177,5733
Haryana,Other Theft,2013,67,1,1530,35,1039,51,238,9,14,2,2888,98,2986
Himachal Pradesh,Other Theft,2013,22,0,298,11,167,15,43,9,5,1,535,36,571
Jammu & Kashmir,Other Theft,2013,12,0,542,8,729,16,444,1,35,0,1762,25,1787
Jharkhand,Other Theft,2013,60,1,1013,39,769,34,212,7,0,0,2054,81,2135
Karnataka,Other Theft,2013,51,1,2072,61,1319,62,490,34,79,1,4011,159,4170
Kerala,Other Theft,2013,143,4,1018,155,842,117,367,27,27,3,2397,306,2703
Madhya Pradesh,Other Theft,2013,402,15,4411,79,2206,70,784,15,46,5,7849,184,8033
Maharashtra,Other Theft,2013,1168,57,14827,625,7444,461,2212,147,205,26,25856,1316,27172
Manipur,Other Theft,2013,0,0,59,2,36,1,6,1,0,0,101,4,105
Meghalaya,Other Theft,2013,22,3,180,3,64,3,35,0,0,0,301,9,310
Mizoram,Other Theft,2013,55,3,380,23,141,1,20,0,0,0,596,27,623
Nagaland,Other Theft,2013,4,0,121,0,39,0,6,0,1,0,171,0,171
Odisha,Other Theft,2013,245,1,3137,56,2372,49,557,14,64,0,6375,120,6495
Punjab,Other Theft,2013,33,1,1167,69,967,85,444,8,6,0,2617,163,2780
Rajasthan,Other Theft,2013,268,5,2322,92,1337,81,345,25,31,4,4303,207,4510
Sikkim,Other Theft,2013,12,0,55,0,30,0,12,0,0,0,109,0,109
Tamil Nadu,Other Theft,2013,391,16,4656,189,2525,245,1004,79,96,23,8672,552,9224
Tripura,Other Theft,2013,57,0,215,0,119,0,27,0,5,0,423,0,423
Uttar Pradesh,Other Theft,2013,224,11,8061,56,4474,60,1544,27,40,0,14343,154,14497
Uttarakhand,Other Theft,2013,53,12,335,2,208,1,57,0,0,0,653,15,668
West Bengal,Other Theft,2013,110,9,5135,455,3976,596,1798,170,107,0,11126,1230,12356
Total (State),Other Theft,2013,5001,185,72459,2586,46597,2547,15452,697,923,90,140432,6105,146537
A&N Islands,Other Theft,2013,0,0,16,2,6,0,1,0,0,0,23,2,25
Chandigarh,Other Theft,2013,24,0,219,32,227,16,4,2,0,0,474,50,524
D&N Haveli,Other Theft,2013,18,0,45,0,52,0,12,1,0,0,127,1,128
Daman & Diu,Other Theft,2013,1,0,8,0,6,0,1,0,0,0,16,0,16
Delhi UT,Other Theft,2013,359,12,3122,87,1222,45,191,10,3,1,4897,155,5052
Lakshadweep,Other Theft,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Other Theft,2013,10,0,103,5,30,7,8,2,1,0,152,14,166
Total (UTs),Other Theft,2013,412,12,3513,126,1543,68,217,15,4,1,5689,222,5911
Total (All-India),Other Theft,2013,5413,197,75972,2712,48140,2615,15669,712,927,91,146121,6327,152448
Andhra Pradesh,Preparation & Assembly for Dacoity,2013,2,0,19,0,13,0,0,0,0,0,34,0,34
Arunachal Pradesh,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Preparation & Assembly for Dacoity,2013,0,0,14,0,20,0,0,0,0,0,34,0,34
Bihar,Preparation & Assembly for Dacoity,2013,3,0,224,0,115,0,8,0,5,0,355,0,355
Chhattisgarh,Preparation & Assembly for Dacoity,2013,0,0,16,0,12,0,2,0,0,0,30,0,30
Goa,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Preparation & Assembly for Dacoity,2013,2,0,95,0,33,0,6,0,0,0,136,0,136
Haryana,Preparation & Assembly for Dacoity,2013,8,0,298,0,141,0,10,0,0,0,457,0,457
Himachal Pradesh,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Preparation & Assembly for Dacoity,2013,1,0,106,0,24,0,5,0,0,0,136,0,136
Karnataka,Preparation & Assembly for Dacoity,2013,7,0,1779,6,559,1,84,0,6,0,2435,7,2442
Kerala,Preparation & Assembly for Dacoity,2013,1,0,301,0,333,0,91,0,7,0,733,0,733
Madhya Pradesh,Preparation & Assembly for Dacoity,2013,4,0,528,0,334,1,171,0,0,0,1037,1,1038
Maharashtra,Preparation & Assembly for Dacoity,2013,32,0,936,0,321,0,37,0,0,0,1326,0,1326
Manipur,Preparation & Assembly for Dacoity,2013,0,0,98,1,85,4,18,1,1,0,202,6,208
Meghalaya,Preparation & Assembly for Dacoity,2013,0,0,2,0,0,0,0,0,0,0,2,0,2
Mizoram,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Preparation & Assembly for Dacoity,2013,2,0,415,0,229,0,8,0,0,0,654,0,654
Punjab,Preparation & Assembly for Dacoity,2013,22,0,396,0,210,0,50,0,0,0,678,0,678
Rajasthan,Preparation & Assembly for Dacoity,2013,2,0,209,0,85,1,7,0,0,0,303,1,304
Sikkim,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Preparation & Assembly for Dacoity,2013,2,0,150,0,120,0,37,0,0,0,309,0,309
Tripura,Preparation & Assembly for Dacoity,2013,0,0,0,0,2,0,0,0,0,0,2,0,2
Uttar Pradesh,Preparation & Assembly for Dacoity,2013,0,0,272,0,96,0,12,0,0,0,380,0,380
Uttarakhand,Preparation & Assembly for Dacoity,2013,6,0,14,0,22,0,0,0,0,0,42,0,42
West Bengal,Preparation & Assembly for Dacoity,2013,17,0,2248,3,1352,0,381,0,0,0,3998,3,4001
Total (State),Preparation & Assembly for Dacoity,2013,111,0,8120,10,4106,7,927,1,19,0,13283,18,13301
A&N Islands,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,Preparation & Assembly for Dacoity,2013,0,0,4,0,0,0,0,0,0,0,4,0,4
D&N Haveli,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,Preparation & Assembly for Dacoity,2013,0,0,19,0,2,0,0,0,0,0,21,0,21
Lakshadweep,Preparation & Assembly for Dacoity,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Preparation & Assembly for Dacoity,2013,0,0,34,0,7,0,0,0,0,0,41,0,41
Total (UTs),Preparation & Assembly for Dacoity,2013,0,0,57,0,9,0,0,0,0,0,66,0,66
Total (All-India),Preparation & Assembly for Dacoity,2013,111,0,8177,10,4115,7,927,1,19,0,13349,18,13367
Andhra Pradesh,Rape,2013,115,0,1148,36,468,36,127,11,19,0,1877,83,1960
Arunachal Pradesh,Rape,2013,0,0,75,0,26,0,5,0,0,0,106,0,106
Assam,Rape,2013,49,0,730,0,843,0,113,0,10,0,1745,0,1745
Bihar,Rape,2013,66,0,695,0,327,0,65,0,3,0,1156,0,1156
Chhattisgarh,Rape,2013,135,0,1021,10,345,9,95,5,17,0,1613,24,1637
Goa,Rape,2013,1,0,58,0,27,3,8,2,4,0,98,5,103
Gujarat,Rape,2013,27,0,646,13,244,18,69,7,3,0,989,38,1027
Haryana,Rape,2013,51,1,801,12,395,13,100,5,19,1,1366,32,1398
Himachal Pradesh,Rape,2013,15,0,179,8,68,4,21,2,2,0,285,14,299
Jammu & Kashmir,Rape,2013,5,0,206,4,134,2,50,3,0,0,395,9,404
Jharkhand,Rape,2013,36,0,776,2,260,4,49,7,1,0,1122,13,1135
Karnataka,Rape,2013,16,2,636,11,423,28,111,18,16,2,1202,61,1263
Kerala,Rape,2013,34,0,590,5,464,16,200,6,42,1,1330,28,1358
Madhya Pradesh,Rape,2013,361,5,3413,63,1446,65,454,19,50,3,5724,155,5879
Maharashtra,Rape,2013,220,6,2423,76,1037,119,258,53,43,8,3981,262,4243
Manipur,Rape,2013,2,0,22,0,8,0,5,0,0,0,37,0,37
Meghalaya,Rape,2013,23,0,99,1,42,0,22,0,3,0,189,1,190
Mizoram,Rape,2013,9,0,25,0,39,0,14,0,2,0,89,0,89
Nagaland,Rape,2013,0,0,18,0,17,1,4,0,1,0,40,1,41
Odisha,Rape,2013,98,0,1091,24,636,45,173,9,4,0,2002,78,2080
Punjab,Rape,2013,16,1,584,28,296,42,73,8,0,0,969,79,1048
Rajasthan,Rape,2013,206,2,1541,26,790,14,189,4,11,0,2737,46,2783
Sikkim,Rape,2013,0,0,25,0,16,0,2,0,0,0,43,0,43
Tamil Nadu,Rape,2013,32,0,694,10,325,11,87,13,20,1,1158,35,1193
Tripura,Rape,2013,12,1,200,3,94,0,43,1,2,0,351,5,356
Uttar Pradesh,Rape,2013,219,1,3815,12,1309,17,213,1,0,0,5556,31,5587
Uttarakhand,Rape,2013,15,0,127,2,108,4,32,0,1,0,283,6,289
West Bengal,Rape,2013,119,0,987,0,1150,0,405,0,13,0,2674,0,2674
Total (State),Rape,2013,1882,19,22625,346,11337,451,2987,174,286,16,39117,1006,40123
A&N Islands,Rape,2013,2,0,19,0,12,0,3,0,0,0,36,0,36
Chandigarh,Rape,2013,3,0,18,3,14,1,9,1,0,0,44,5,49
D&N Haveli,Rape,2013,2,0,5,0,2,0,0,0,0,0,9,0,9
Daman & Diu,Rape,2013,0,0,10,0,0,0,0,0,0,0,10,0,10
Delhi UT,Rape,2013,162,1,1163,29,368,30,79,5,13,1,1785,66,1851
Lakshadweep,Rape,2013,0,0,2,0,2,0,0,0,0,0,4,0,4
Puducherry,Rape,2013,3,0,23,0,4,0,3,0,0,0,33,0,33
Total (UTs),Rape,2013,172,1,1240,32,402,31,94,6,13,1,1921,71,1992
Total (All-India),Rape,2013,2054,20,23865,378,11739,482,3081,180,299,17,41038,1077,42115
Andhra Pradesh,Riots,2013,78,4,5265,320,4424,268,1845,79,237,10,11849,681,12530
Arunachal Pradesh,Riots,2013,0,0,75,1,36,3,5,0,0,0,116,4,120
Assam,Riots,2013,24,0,3029,41,4364,64,692,0,103,0,8212,105,8317
Bihar,Riots,2013,223,4,30192,1040,20404,814,9394,452,573,12,60786,2322,63108
Chhattisgarh,Riots,2013,61,11,2038,103,1662,155,655,60,92,10,4508,339,4847
Goa,Riots,2013,3,0,143,13,162,20,33,10,18,4,359,47,406
Gujarat,Riots,2013,103,7,5249,292,4137,342,1567,163,230,17,11286,821,12107
Haryana,Riots,2013,84,0,2527,90,2573,115,842,26,119,7,6145,238,6383
Himachal Pradesh,Riots,2013,13,4,883,100,700,172,300,75,50,14,1946,365,2311
Jammu & Kashmir,Riots,2013,28,0,2486,203,2500,244,1516,159,216,10,6746,616,7362
Jharkhand,Riots,2013,42,7,3481,130,2232,130,1063,34,95,0,6913,301,7214
Karnataka,Riots,2013,16,0,9496,815,12136,1452,5138,694,826,146,27612,3107,30719
Kerala,Riots,2013,313,0,20714,350,16559,504,7625,244,703,5,45914,1103,47017
Madhya Pradesh,Riots,2013,98,5,5648,165,4178,175,1932,79,215,16,12071,440,12511
Maharashtra,Riots,2013,798,49,24157,2030,17594,2444,8456,1232,1440,271,52445,6026,58471
Manipur,Riots,2013,0,0,28,0,7,0,1,0,0,0,36,0,36
Meghalaya,Riots,2013,0,0,4,0,9,0,0,0,0,0,13,0,13
Mizoram,Riots,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Riots,2013,0,0,13,0,6,0,2,0,0,0,21,0,21
Odisha,Riots,2013,27,5,3654,239,3575,302,1734,71,78,3,9068,620,9688
Punjab,Riots,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Riots,2013,28,0,790,99,629,85,271,28,28,10,1746,222,1968
Sikkim,Riots,2013,0,0,21,6,14,2,5,0,0,0,40,8,48
Tamil Nadu,Riots,2013,69,2,6068,386,4635,568,2902,247,112,13,13786,1216,15002
Tripura,Riots,2013,0,0,205,2,174,0,90,0,15,0,484,2,486
Uttar Pradesh,Riots,2013,26,0,25130,302,14769,477,6254,261,760,0,46939,1040,47979
Uttarakhand,Riots,2013,7,0,388,52,456,31,103,13,0,0,954,96,1050
West Bengal,Riots,2013,31,1,5916,301,6162,342,1929,144,87,3,14125,791,14916
Total (State),Riots,2013,2072,99,157600,7080,124097,8709,54354,4071,5997,551,344120,20510,364630
A&N Islands,Riots,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,Riots,2013,3,0,82,3,56,2,22,0,0,0,163,5,168
D&N Haveli,Riots,2013,4,0,38,0,8,0,0,0,0,0,50,0,50
Daman & Diu,Riots,2013,0,0,55,0,6,0,1,0,0,0,62,0,62
Delhi UT,Riots,2013,3,3,284,13,247,16,96,4,49,0,679,36,715
Lakshadweep,Riots,2013,0,0,3,0,8,0,0,0,0,0,11,0,11
Puducherry,Riots,2013,4,0,330,3,169,11,40,2,2,1,545,17,562
Total (UTs),Riots,2013,14,3,792,19,494,29,159,6,51,1,1510,58,1568
Total (All-India),Riots,2013,2086,102,158392,7099,124591,8738,54513,4077,6048,552,345630,20568,366198
Andhra Pradesh,Robbery,2013,30,0,719,20,359,8,61,1,1,1,1170,30,1200
Arunachal Pradesh,Robbery,2013,3,0,49,0,31,0,3,0,0,0,86,0,86
Assam,Robbery,2013,1,0,277,0,431,0,58,0,0,0,767,0,767
Bihar,Robbery,2013,46,0,1323,0,735,2,129,0,8,0,2241,2,2243
Chhattisgarh,Robbery,2013,25,0,324,0,151,0,24,0,0,0,524,0,524
Goa,Robbery,2013,2,0,30,1,5,4,3,0,0,0,40,5,45
Gujarat,Robbery,2013,64,0,974,11,483,16,114,0,13,1,1648,28,1676
Haryana,Robbery,2013,23,0,757,1,376,1,99,0,1,0,1256,2,1258
Himachal Pradesh,Robbery,2013,0,0,7,0,6,0,0,0,0,0,13,0,13
Jammu & Kashmir,Robbery,2013,2,0,55,0,48,0,24,0,0,0,129,0,129
Jharkhand,Robbery,2013,8,0,441,0,255,0,87,0,0,0,791,0,791
Karnataka,Robbery,2013,43,0,917,13,639,26,176,8,9,1,1784,48,1832
Kerala,Robbery,2013,18,0,505,17,349,13,87,3,5,0,964,33,997
Madhya Pradesh,Robbery,2013,74,0,1615,4,810,6,282,3,0,0,2781,13,2794
Maharashtra,Robbery,2013,392,7,6854,103,2108,67,437,25,61,3,9852,205,10057
Manipur,Robbery,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Robbery,2013,5,0,35,1,16,0,0,0,0,0,56,1,57
Mizoram,Robbery,2013,0,0,1,0,0,0,0,0,0,0,1,0,1
Nagaland,Robbery,2013,0,0,46,0,23,0,0,0,0,0,69,0,69
Odisha,Robbery,2013,26,0,1297,9,888,3,237,3,8,0,2456,15,2471
Punjab,Robbery,2013,5,0,187,0,104,0,21,0,0,0,317,0,317
Rajasthan,Robbery,2013,63,0,716,3,319,2,49,3,2,1,1149,9,1158
Sikkim,Robbery,2013,0,0,12,0,3,0,2,0,0,0,17,0,17
Tamil Nadu,Robbery,2013,57,0,1644,13,855,9,147,1,5,0,2708,23,2731
Tripura,Robbery,2013,0,0,39,0,19,0,6,0,1,0,65,0,65
Uttar Pradesh,Robbery,2013,43,0,4108,3,2156,3,447,0,1,0,6755,6,6761
Uttarakhand,Robbery,2013,20,0,126,0,66,0,30,0,0,0,242,0,242
West Bengal,Robbery,2013,6,0,414,0,293,45,100,13,0,0,813,58,871
Total (State),Robbery,2013,956,7,23472,199,11528,205,2623,60,115,7,38694,478,39172
A&N Islands,Robbery,2013,0,0,0,0,0,0,1,0,0,0,1,0,1
Chandigarh,Robbery,2013,11,0,56,1,39,0,7,0,0,0,113,1,114
D&N Haveli,Robbery,2013,0,0,3,0,2,0,0,0,0,0,5,0,5
Daman & Diu,Robbery,2013,0,0,0,0,1,0,0,0,0,0,1,0,1
Delhi UT,Robbery,2013,220,0,1223,4,395,3,29,2,6,0,1873,9,1882
Lakshadweep,Robbery,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Robbery,2013,0,0,12,0,3,0,0,0,0,0,15,0,15
Total (UTs),Robbery,2013,231,0,1294,5,440,3,37,2,6,0,2008,10,2018
Total (All-India),Robbery,2013,1187,7,24766,204,11968,208,2660,62,121,7,40702,488,41190
Andhra Pradesh,Theft,2013,894,23,12628,492,7200,430,2090,90,79,22,22891,1057,23948
Arunachal Pradesh,Theft,2013,57,0,267,1,102,0,18,0,0,0,444,1,445
Assam,Theft,2013,178,6,2919,8,3783,22,812,2,17,0,7709,38,7747
Bihar,Theft,2013,329,0,7709,23,6023,48,1920,7,34,0,16015,78,16093
Chhattisgarh,Theft,2013,289,3,1836,29,807,20,168,9,11,4,3111,65,3176
Goa,Theft,2013,32,0,239,21,112,20,27,10,4,1,414,52,466
Gujarat,Theft,2013,430,18,4861,78,2507,75,510,16,39,2,8347,189,8536
Haryana,Theft,2013,169,1,3853,35,2115,51,514,9,47,2,6698,98,6796
Himachal Pradesh,Theft,2013,33,0,371,11,201,15,50,9,5,1,660,36,696
Jammu & Kashmir,Theft,2013,13,0,603,8,803,16,470,1,35,0,1924,25,1949
Jharkhand,Theft,2013,69,1,1523,39,995,36,323,7,0,0,2910,83,2993
Karnataka,Theft,2013,129,1,3585,62,2134,72,768,46,119,1,6735,182,6917
Kerala,Theft,2013,270,4,1545,155,1114,118,425,27,29,3,3383,307,3690
Madhya Pradesh,Theft,2013,609,20,7097,79,3300,71,1019,15,56,5,12081,190,12271
Maharashtra,Theft,2013,1738,58,18909,630,8644,466,2465,148,210,26,31966,1328,33294
Manipur,Theft,2013,0,0,139,6,82,6,8,1,1,0,230,13,243
Meghalaya,Theft,2013,25,3,199,3,86,3,38,0,0,0,348,9,357
Mizoram,Theft,2013,55,3,423,23,173,1,20,0,0,0,671,27,698
Nagaland,Theft,2013,4,0,205,0,64,0,10,0,1,0,284,0,284
Odisha,Theft,2013,262,1,4207,62,3153,51,691,15,64,0,8377,129,8506
Punjab,Theft,2013,56,1,1844,81,1359,95,577,8,8,0,3844,185,4029
Rajasthan,Theft,2013,470,5,4276,99,2033,81,512,25,36,4,7327,214,7541
